location_id,starttime,name,type,lat,lon
3.0,2015-04-02 00:00:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-04-21 11:21:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-04-28 11:55:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-05-05 11:54:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-05-07 12:08:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-05-12 11:09:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-06-04 18:01:14,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-06-11 11:17:51,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-06-15 11:58:29,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-06-15 11:59:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-06-17 13:00:20,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-06-18 12:52:37,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-06-24 18:58:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-07-07 18:00:53,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-08-04 18:58:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-08-25 18:26:22,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-08-27 18:33:55,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-09-01 17:45:40,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-09-09 18:03:16,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-09-15 18:49:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-09-18 12:50:42,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-09-25 11:47:08,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-09-29 18:31:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-09-30 18:40:54,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-10-02 18:37:58,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-10-06 18:29:54,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-10-08 19:00:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-10-12 17:46:56,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-10-13 18:48:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-10-15 18:03:31,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-10-22 15:52:08,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-10-27 12:18:36,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-10-27 17:21:07,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-10-29 18:34:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-11-04 17:56:18,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-11-17 17:17:52,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-11-24 18:35:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-11-26 11:30:33,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-12-02 19:07:58,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-12-03 12:51:55,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-12-04 18:02:43,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-12-08 19:03:33,Ocean Garden,chinese,51.028328,3.722345
3.0,2015-12-15 20:10:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-01-14 18:05:47,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-02-04 19:08:28,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-02-09 18:37:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-02-12 19:52:21,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-02-16 18:01:25,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-02-23 18:59:03,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-02-26 11:32:10,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-03-01 18:44:10,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-03-09 11:06:32,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-03-09 18:16:12,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-03-10 20:30:19,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-03-17 17:25:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-03-23 17:04:47,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-03-24 17:49:06,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-03-30 19:05:17,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-04-12 19:20:47,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-04-13 19:51:38,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-04-26 18:21:56,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-04-26 18:48:31,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-05-10 17:56:22,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-05-22 11:06:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-05-26 17:46:07,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-05-29 18:29:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-05-31 17:18:01,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-06-04 12:29:11,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-06-04 18:23:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-06-14 19:46:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-06-16 18:25:37,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-07-12 18:50:18,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-07-26 18:58:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-08-18 17:13:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-08-18 17:13:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-08-18 17:13:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-08-18 17:13:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-08-18 17:13:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-08-18 17:13:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-08-18 17:13:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-08-30 17:28:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-09-09 18:26:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-09-22 18:16:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-10-05 18:08:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-10-18 17:27:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-10-26 17:01:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-11-16 16:28:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-11-18 11:44:30,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-11-22 17:34:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-11-24 18:47:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-12-06 18:53:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-12-06 18:53:33,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-12-14 17:30:31,Ocean Garden,chinese,51.028328,3.722345
3.0,2016-12-20 16:57:20,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-02-28 17:36:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-03-07 17:50:23,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-03-14 17:18:31,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-03-21 18:40:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-04-06 17:40:32,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-04-11 11:30:48,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-04-25 18:43:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-05-02 17:23:21,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-05-03 12:47:47,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-05-03 12:49:13,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-05-04 17:12:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-05-09 16:50:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-05-12 17:45:37,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-05-23 17:46:44,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-06-15 17:35:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-07-05 19:37:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-08-31 18:09:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-09-07 19:12:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-09-19 12:45:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-09-28 18:27:16,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-10-03 18:10:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-10-12 11:16:39,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-10-12 18:10:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-10-18 18:01:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-10-26 17:48:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-11-09 17:36:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-11-14 17:38:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-11-16 11:04:35,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-11-21 17:23:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-11-29 17:59:29,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-12-05 17:06:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-12-06 18:42:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-12-14 09:45:26,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-12-14 18:04:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-12-19 18:05:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2017-12-20 17:04:21,Ocean Garden,chinese,51.028328,3.722345
3.0,2018-01-14 18:06:51,Ocean Garden,chinese,51.028328,3.722345
3.0,2018-02-13 17:42:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2018-02-21 18:41:06,Ocean Garden,chinese,51.028328,3.722345
3.0,2018-02-27 19:33:33,Ocean Garden,chinese,51.028328,3.722345
3.0,2018-03-01 16:04:34,Ocean Garden,chinese,51.028328,3.722345
3.0,2018-03-06 19:37:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2018-03-07 18:25:40,Ocean Garden,chinese,51.028328,3.722345
3.0,2018-03-13 19:23:23,Ocean Garden,chinese,51.028328,3.722345
3.0,2018-03-20 15:35:09,Ocean Garden,chinese,51.028328,3.722345
3.0,2018-03-27 19:19:37,Ocean Garden,chinese,51.028328,3.722345
3.0,2018-03-28 11:27:56,Ocean Garden,chinese,51.028328,3.722345
3.0,2018-03-28 18:33:11,Ocean Garden,chinese,51.028328,3.722345
3.0,2018-04-11 18:48:00,Ocean Garden,chinese,51.028328,3.722345
3.0,2018-04-11 18:49:12,Ocean Garden,chinese,51.028328,3.722345
3.0,2018-04-17 11:22:50,Ocean Garden,chinese,51.028328,3.722345
2.0,2015-04-03 11:40:44,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-04-27 13:24:55,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-04-27 23:12:35,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-05-13 10:47:28,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-05-17 19:51:00,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-06-01 17:49:00,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-06-04 21:55:00,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-06-04 22:51:00,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-06-09 11:55:00,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-06-09 16:53:00,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-06-19 19:22:00,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-06-22 17:36:28,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-06-22 17:39:45,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-06-26 15:41:33,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-08-04 18:11:56,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-08-18 19:06:18,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-08-24 18:05:00,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-08-27 18:33:34,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-08-28 18:30:15,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-09-01 17:48:00,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-09-02 17:48:25,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-09-08 17:41:14,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-09-08 19:09:00,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-09-11 18:36:20,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-09-25 19:15:00,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-10-01 13:29:00,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-10-06 13:27:00,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-10-16 18:24:54,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-10-19 17:26:50,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-10-22 18:33:00,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-11-05 16:58:06,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-11-20 21:42:00,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-11-20 21:42:00,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-12-02 18:57:00,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-12-07 20:27:00,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-12-10 18:08:23,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-12-17 19:07:00,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2015-12-29 17:32:11,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2016-01-04 18:46:00,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2016-01-14 20:10:14,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2016-01-21 18:57:44,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2016-01-27 16:44:00,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2016-02-09 19:37:51,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2016-02-22 19:25:07,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2016-03-03 18:57:46,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2016-03-10 19:41:49,'t Blauw Kotje,fries,51.031221,3.713443
2.0,2016-03-15 17:39:02,'t Blauw Kotje,fries,51.031221,3.713443
